k_papal_state;Papal States;;;;;;;;;;;;;
k_papal_state_adj;Holy;;;;;;;;;;;;;
d_degothers;the Goths;;;;;;;;;;;;;
d_degothers_adj;Gothic;;;;;;;;;;;;;
d_devenders;the Wends;;;;;;;;;;;;;
d_devenders_adj;Wendish;;;;;;;;;;;;;
k_austria;Austria;;;;;;;;;;;;;
k_austria_adj;Austrian;;;;;;;;;;;;;
k_oldlivonia;Livonia;;;;;;;;;;;;;
k_oldlivonia_adj;Livonian;;;;;;;;;;;;;
k_gardariki;Kievan Rus’;;;;;;;;;;;;;
k_gardariki_adj;Rus’;;;;;;;;;;;;;
k_toulouse;Toulouse;;;;;;;;;;;;;
k_flanders;Flanders;;;;;;;;;;;;;
k_flanders_adj;Flemish;;;;;;;;;;;;;
k_provence;Provence;;;;;;;;;;;;;
k_provence_adj;Provençal;;;;;;;;;;;;;
k_york;York;;;;;;;;;;;;;
d_austrialombardic;Austria;;;;;;;;;;;;;
d_austrialombardic_adj;Austrian;;;;;;;;;;;;;
d_neustria;Neustria;;;;;;;;;;;;;
d_neustria_adj;Neustrian;;;;;;;;;;;;;
d_tuscia;Tuscia;;;;;;;;;;;;;
d_amalfi;Amalfi;;;;;;;;;;;;;
d_amalfi_adj;Amalfitan;;;;;;;;;;;;;
d_gaeta;Gaeta;;;;;;;;;;;;;
d_gaeta_adj;Gaetan;;;;;;;;;;;;;
d_lower_lorraine;Lower Lorraine;;;;;;;;;;;;;
d_lower_lorraine_adj;Lower Lorrainian;;;;;;;;;;;;;
d_brabanttitular;Brabant;;;;;;;;;;;;;
k_valencia;Valencia;;;;;;;;;;;;;
k_valencia_adj;Valencian;;;;;;;;;;;;;
k_spanish_galicia;Galicia;;;;;;;;;;;;;
k_spanish_galicia_adj;Galician;;;;;;;;;;;;;
k_granada;Granada;;;;;;;;;;;;;
k_granada_adj;Granadan;;;;;;;;;;;;;
k_catalunya;Catalonia;;;;;;;;;;;;;
